### DATA:
#
# 1696
#      Q             I(Q)           Error     
1.50206509E-01  1.36360827E-01  4.94303971E-03
1.50453559E-01  1.26304415E-01  4.95077822E-03
1.50700609E-01  1.31262640E-01  4.93927944E-03
1.50947659E-01  1.24504095E-01  4.95444372E-03
1.51194710E-01  1.25955886E-01  4.94037339E-03
1.51441760E-01  1.23546586E-01  4.93814324E-03
1.51627047E-01  1.17456871E-01  6.97749534E-03
1.51812335E-01  1.18682269E-01  4.93447577E-03
1.52059385E-01  1.24091006E-01  4.93546188E-03
1.52306435E-01  1.22104392E-01  4.92921649E-03
1.52553486E-01  1.09487499E-01  4.93183227E-03
1.52800536E-01  1.30570670E-01  4.92003254E-03
1.53047586E-01  1.27378575E-01  4.93346175E-03
1.53294636E-01  1.13889062E-01  4.92728001E-03
1.53541686E-01  1.27106338E-01  4.91660552E-03
1.53788736E-01  1.13950766E-01  4.91315414E-03
1.54035787E-01  1.09641561E-01  4.91438291E-03
1.54221074E-01  1.08877703E-01  6.96072526E-03
1.54406362E-01  1.13155093E-01  4.90941810E-03
1.54653412E-01  1.16332428E-01  4.91297163E-03
1.54900462E-01  1.19273472E-01  4.90570832E-03
1.55147512E-01  1.13449830E-01  4.90340571E-03
1.55394563E-01  1.07386811E-01  4.90740099E-03
1.55641613E-01  1.10412657E-01  4.90361611E-03
1.55888663E-01  1.14659918E-01  4.89772571E-03
1.56135713E-01  1.04396504E-01  4.88832759E-03
1.56382763E-01  1.13340035E-01  4.89506286E-03
1.56629814E-01  1.12544904E-01  4.89336206E-03
1.56876864E-01  1.14423274E-01  4.89730971E-03
1.57123914E-01  9.79033482E-02  4.88352647E-03
1.57370964E-01  1.02357642E-01  4.88471735E-03
1.57618014E-01  1.04530316E-01  4.87959863E-03
1.57865064E-01  1.10537529E-01  4.88191116E-03
1.58112115E-01  1.06382536E-01  4.88287477E-03
1.58359165E-01  1.03072770E-01  4.87231462E-03
1.58606215E-01  1.08268318E-01  4.87010225E-03
1.58853265E-01  1.02642692E-01  4.86997276E-03
1.59100315E-01  1.07046604E-01  4.86638225E-03
1.59347365E-01  9.29386154E-02  4.87385542E-03
1.59594416E-01  9.95623066E-02  4.86495274E-03
1.59841466E-01  9.50486406E-02  4.85711831E-03
1.60088516E-01  9.05002147E-02  4.86429382E-03
1.60335566E-01  9.19355595E-02  4.84980688E-03
1.60582616E-01  9.82766482E-02  4.86227937E-03
1.60829667E-01  9.36538340E-02  4.85704265E-03
1.61076717E-01  9.43778761E-02  4.84477460E-03
1.61323767E-01  9.76045672E-02  4.85711810E-03
1.61570817E-01  1.00669691E-01  4.84250505E-03
1.61817867E-01  9.42769611E-02  4.84182050E-03
1.62064917E-01  1.00550117E-01  4.84343225E-03
1.62311968E-01  9.69392130E-02  4.84971863E-03
1.62559018E-01  9.15642723E-02  4.84246080E-03
1.62806068E-01  9.21960138E-02  4.83169674E-03
1.63053118E-01  9.74554894E-02  4.83526246E-03
1.63300168E-01  9.16491472E-02  4.83961604E-03
1.63547219E-01  8.83466895E-02  4.82403498E-03
1.63794269E-01  8.73202466E-02  4.83458648E-03
1.64041319E-01  8.09138027E-02  4.82739764E-03
1.64288369E-01  8.63148944E-02  4.82296066E-03
1.64535419E-01  8.24560908E-02  4.90774655E-03
1.64782469E-01  8.87107129E-02  4.95740659E-03
1.65029520E-01  8.25587913E-02  4.99395404E-03
1.65276570E-01  8.17111297E-02  5.02488570E-03
1.65523620E-01  8.83540958E-02  5.04980582E-03
1.65770670E-01  9.11513716E-02  5.06570545E-03
1.66079483E-01  8.19978649E-02  4.16813607E-03
1.66388296E-01  8.48313755E-02  5.11767068E-03
1.66635346E-01  8.22729356E-02  5.14264966E-03
1.66882396E-01  7.59058753E-02  5.16279079E-03
1.67129446E-01  9.20193382E-02  5.18392423E-03
1.67376496E-01  7.93782126E-02  5.18035650E-03
1.67623546E-01  7.42103414E-02  5.21308985E-03
1.67870597E-01  7.39035075E-02  5.21792530E-03
1.68117647E-01  7.83174840E-02  5.24843000E-03
1.68364697E-01  7.58960027E-02  5.23921461E-03
1.68611747E-01  7.30723828E-02  5.28346054E-03
1.68920560E-01  8.19717169E-02  4.30601453E-03
1.69229373E-01  6.97424107E-02  5.27976485E-03
1.69476423E-01  7.83432097E-02  5.16720023E-03
1.69723473E-01  8.16187363E-02  5.14694667E-03
1.69970523E-01  6.50733980E-02  5.10559340E-03
1.70217573E-01  7.45166774E-02  5.08961281E-03
1.70464624E-01  7.03516557E-02  5.06660389E-03
1.70711674E-01  8.13360830E-02  5.06061705E-03
1.71020486E-01  7.58296976E-02  4.11007769E-03
1.71329299E-01  7.98704160E-02  5.03830586E-03
1.71576349E-01  6.34494847E-02  4.99730715E-03
1.71823400E-01  7.66256269E-02  5.00426597E-03
1.72070450E-01  8.47796600E-02  4.98064281E-03
1.72317500E-01  7.28296534E-02  4.97934141E-03
1.72564550E-01  6.87539358E-02  4.96416046E-03
1.72873363E-01  7.59692700E-02  4.04816332E-03
1.73182176E-01  6.79482780E-02  4.94689897E-03
1.73429226E-01  6.66485372E-02  4.94645458E-03
1.73676276E-01  7.41355432E-02  4.92262276E-03
1.73923326E-01  6.82772381E-02  4.93667256E-03
1.74170376E-01  6.02089467E-02  4.91588774E-03
1.74479189E-01  6.96264339E-02  4.01555956E-03
1.74788002E-01  6.21173421E-02  4.89966550E-03
1.75035052E-01  6.13675880E-02  4.90585491E-03
1.75282102E-01  6.47299847E-02  4.89502535E-03
1.75529152E-01  6.44005092E-02  4.90814627E-03
1.75837965E-01  6.09536734E-02  3.98475414E-03
1.76146778E-01  6.45104908E-02  4.89893988E-03
1.76393828E-01  5.81792527E-02  4.86670715E-03
1.76640878E-01  7.18911887E-02  4.87875660E-03
1.76887928E-01  6.21127972E-02  4.87447554E-03
1.77196741E-01  6.57301699E-02  3.98203828E-03
1.77505554E-01  6.27335156E-02  4.86262202E-03
1.77752604E-01  5.52765472E-02  4.87298903E-03
1.77999654E-01  6.06856260E-02  4.85470468E-03
1.78246704E-01  5.46981843E-02  4.86909775E-03
1.78555517E-01  6.27664297E-02  3.95675950E-03
1.78864330E-01  6.84230334E-02  4.89918010E-03
1.79111380E-01  5.99070604E-02  4.96561354E-03
1.79358430E-01  5.86125465E-02  5.01637465E-03
1.79667243E-01  6.21637707E-02  4.12032181E-03
1.79976055E-01  6.03058033E-02  5.07734345E-03
1.80223106E-01  5.86204726E-02  5.10870117E-03
1.80470156E-01  6.13384913E-02  5.08432161E-03
1.80778969E-01  5.76243395E-02  4.09407372E-03
1.81087781E-01  5.30924797E-02  4.96862844E-03
1.81334831E-01  5.29267504E-02  4.94324975E-03
1.81581882E-01  6.11040710E-02  4.92812161E-03
1.81890694E-01  5.22701414E-02  3.99554812E-03
1.82199507E-01  5.61350988E-02  4.86931452E-03
1.82446557E-01  5.67290344E-02  4.86592248E-03
1.82755370E-01  6.06391020E-02  3.94493364E-03
1.83064183E-01  5.27187677E-02  4.83736820E-03
1.83311233E-01  6.54280314E-02  4.81760434E-03
1.83558283E-01  5.65648132E-02  4.81852737E-03
1.83867096E-01  5.48099511E-02  3.92626735E-03
1.84175908E-01  4.24643729E-02  4.80740510E-03
1.84422959E-01  5.34752503E-02  4.80103763E-03
1.84731771E-01  5.30175268E-02  3.92397920E-03
1.85040584E-01  5.03875315E-02  4.79244233E-03
1.85287634E-01  5.46931110E-02  4.78635599E-03
1.85596447E-01  4.68929193E-02  3.90229161E-03
1.85905260E-01  4.50768562E-02  4.76479188E-03
1.86152310E-01  5.92835093E-02  4.76406013E-03
1.86461123E-01  5.28519708E-02  3.88894926E-03
1.86769935E-01  5.02624994E-02  4.75374146E-03
1.87016986E-01  4.91783313E-02  4.75328740E-03
1.87325798E-01  4.27651046E-02  3.87531876E-03
1.87634611E-01  4.28840452E-02  4.74759685E-03
1.87881661E-01  5.28987379E-02  4.75107208E-03
1.88190474E-01  4.64318029E-02  3.86183307E-03
1.88499287E-01  5.03729197E-02  4.73951805E-03
1.88746337E-01  4.64777197E-02  4.73462530E-03
1.89055150E-01  4.86750354E-02  3.85563529E-03
1.89363962E-01  4.71021469E-02  4.72516903E-03
1.89611012E-01  4.20387002E-02  4.71176409E-03
1.89919825E-01  4.62608831E-02  3.85330247E-03
1.90228638E-01  3.60746179E-02  4.71040359E-03
1.90537451E-01  5.02724578E-02  3.84462175E-03
1.90846263E-01  4.24846253E-02  4.71004727E-03
1.91093314E-01  4.39607375E-02  4.70076880E-03
1.91402126E-01  4.97521436E-02  3.83976899E-03
1.91710939E-01  4.90186383E-02  4.69989856E-03
1.91957989E-01  5.71879635E-02  4.69028719E-03
1.92266802E-01  4.17286120E-02  3.83295552E-03
1.92575615E-01  4.51700989E-02  4.68390052E-03
1.92884427E-01  4.45009558E-02  3.82950936E-03
1.93193240E-01  3.59525589E-02  4.68051986E-03
1.93502053E-01  3.83191471E-02  3.81773508E-03
1.93810865E-01  3.87433497E-02  4.67757209E-03
1.94057916E-01  4.16993500E-02  4.66626927E-03
1.94366728E-01  4.42252923E-02  3.81295998E-03
1.94675541E-01  3.27210969E-02  4.66701296E-03
1.94984354E-01  4.06519393E-02  3.80966326E-03
1.95293167E-01  3.87397014E-02  4.66293320E-03
1.95601979E-01  4.13555538E-02  3.80451494E-03
1.95910792E-01  3.38373292E-02  4.65525790E-03
1.96157842E-01  3.11178648E-02  4.64697832E-03
1.96466655E-01  3.80528528E-02  3.79867003E-03
1.96775468E-01  3.50720548E-02  4.63972968E-03
1.97084280E-01  3.50140977E-02  3.79370259E-03
1.97393093E-01  3.94801207E-02  4.63971553E-03
1.97701906E-01  3.57620239E-02  3.78865906E-03
1.98010719E-01  3.59461265E-02  4.63977296E-03
1.98319531E-01  4.10339438E-02  3.78102546E-03
1.98628344E-01  4.15167027E-02  4.63411334E-03
1.98937157E-01  3.37352029E-02  3.77704584E-03
1.99245969E-01  4.26400455E-02  4.62289434E-03
1.99554782E-01  3.50678943E-02  3.77413131E-03
1.99863595E-01  3.35277723E-02  4.61819673E-03
2.00172408E-01  3.82442644E-02  3.76612645E-03
2.00481220E-01  4.27171196E-02  4.61205691E-03
2.00790033E-01  4.57779311E-02  3.76258577E-03
2.01098846E-01  3.70206107E-02  4.60400168E-03
2.01407658E-01  3.19613781E-02  3.75376117E-03
2.01716471E-01  3.16172688E-02  4.60268865E-03
2.02025284E-01  3.02824876E-02  3.74751651E-03
2.02334097E-01  3.93432934E-02  4.60129170E-03
2.02642909E-01  3.91076016E-02  3.74488485E-03
2.02951722E-01  2.30178401E-02  4.59609449E-03
2.03260535E-01  3.38891745E-02  3.74108621E-03
2.03569348E-01  3.04876525E-02  4.56950960E-03
2.03878160E-01  3.55286056E-02  3.74005065E-03
2.04186973E-01  3.49145727E-02  4.56049660E-03
2.04495786E-01  4.30442959E-02  3.72321264E-03
2.04866361E-01  2.90950388E-02  3.72241708E-03
2.05175174E-01  3.44517583E-02  4.55170167E-03
2.05483986E-01  3.89521393E-02  3.72119616E-03
2.05792799E-01  2.68699744E-02  4.54267903E-03
2.06101612E-01  3.59798703E-02  3.72333859E-03
2.06410425E-01  2.76872502E-02  4.54722928E-03
2.06719237E-01  3.65302118E-02  3.71372490E-03
2.07089813E-01  2.45722190E-02  3.71342194E-03
2.07398625E-01  3.14240587E-02  4.53357145E-03
2.07707438E-01  3.37228750E-02  3.70515801E-03
2.08016251E-01  2.93147218E-02  4.53484334E-03
2.08325063E-01  3.19966349E-02  3.69419468E-03
2.08695639E-01  3.19975935E-02  3.69405957E-03
2.09004451E-01  3.29050314E-02  4.52151701E-03
2.09313264E-01  2.89937668E-02  3.69509857E-03
2.09622077E-01  2.78545496E-02  4.51496726E-03
2.09930890E-01  2.92446826E-02  3.68570457E-03
2.10301465E-01  3.14260058E-02  3.69006786E-03
2.10610278E-01  3.00984785E-02  4.50531059E-03
2.10919090E-01  2.48209220E-02  3.68603663E-03
2.11289666E-01  3.02144618E-02  3.67507147E-03
2.11598478E-01  3.22268750E-02  4.50202196E-03
2.11907291E-01  3.00486127E-02  3.67229829E-03
2.12277866E-01  3.52576124E-02  3.66950038E-03
2.12586679E-01  2.69575651E-02  4.49245476E-03
2.12895492E-01  2.45831440E-02  3.66572970E-03
2.13266067E-01  3.40966452E-02  3.67026018E-03
2.13574880E-01  2.84343773E-02  4.48199676E-03
2.13883693E-01  3.18373813E-02  3.66316320E-03
2.14254268E-01  2.56926549E-02  3.66417196E-03
2.14563081E-01  2.09249637E-02  4.47550757E-03
2.14871893E-01  2.58152587E-02  3.65671191E-03
2.15242469E-01  3.28050426E-02  3.65406930E-03
2.15551281E-01  2.53045731E-02  4.47603948E-03
2.15860094E-01  2.64175914E-02  3.65070542E-03
2.16230669E-01  3.12795243E-02  3.64989455E-03
2.16539482E-01  2.44965777E-02  4.46870485E-03
2.16848295E-01  2.79220377E-02  3.64674033E-03
2.17218870E-01  2.05056631E-02  3.64440983E-03
2.17589445E-01  1.74363613E-02  3.63828034E-03
2.17898258E-01  2.41880060E-02  4.46181135E-03
2.18207071E-01  2.26179649E-02  3.63788045E-03
2.18577646E-01  2.45500037E-02  3.63219495E-03
2.18886459E-01  2.09213443E-02  4.44988292E-03
2.19195271E-01  2.70398387E-02  3.63081632E-03
2.19565847E-01  2.65313360E-02  3.63209123E-03
2.19936422E-01  2.39446409E-02  3.63268049E-03
2.20245235E-01  3.05186777E-02  4.43032340E-03
2.20554047E-01  2.16898676E-02  3.63091092E-03
2.20924623E-01  2.53856977E-02  3.61458169E-03
2.21295198E-01  3.36506243E-02  3.61892415E-03
2.21604011E-01  2.27398014E-02  4.43346441E-03
2.21912823E-01  1.84030380E-02  3.61491841E-03
2.22283399E-01  2.07722066E-02  3.61394542E-03
2.22653974E-01  2.71551285E-02  3.61525965E-03
2.23024549E-01  2.49109985E-02  3.61012191E-03
2.23333362E-01  2.28050964E-02  4.41666146E-03
2.23642175E-01  2.09832960E-02  3.60627901E-03
2.24012750E-01  1.95679748E-02  3.60199502E-03
2.24383325E-01  2.39611242E-02  3.60311115E-03
2.24753900E-01  2.42398762E-02  3.60327348E-03
2.25062713E-01  2.04162432E-02  4.40111604E-03
2.25371526E-01  2.06918023E-02  3.60006230E-03
2.25742101E-01  2.17368869E-02  3.58970330E-03
2.26112676E-01  1.52018950E-02  3.59366028E-03
2.26483252E-01  1.92662391E-02  3.58883916E-03
2.26792064E-01  2.66079407E-02  4.39312261E-03
2.27100877E-01  2.28867309E-02  3.59018098E-03
2.27471452E-01  1.96733334E-02  3.58694134E-03
2.27842028E-01  1.62024964E-02  3.58151047E-03
2.28212603E-01  1.89961573E-02  3.57775308E-03
2.28583178E-01  2.03860975E-02  3.58117627E-03
2.28953753E-01  1.82342667E-02  3.57506578E-03
2.29262566E-01  2.38794729E-02  4.38257083E-03
2.29571379E-01  2.76952611E-02  3.57405539E-03
2.29941954E-01  1.49773621E-02  3.56930468E-03
2.30312529E-01  1.53347683E-02  3.56580808E-03
2.30683105E-01  2.93409187E-02  3.56865929E-03
2.31053680E-01  2.47124386E-02  3.56762590E-03
2.31424255E-01  2.71582612E-02  3.56460335E-03
2.31794831E-01  1.97933736E-02  3.56030208E-03
2.32103643E-01  2.38019009E-02  4.36229636E-03
2.32412456E-01  2.28061449E-02  3.57437481E-03
2.32783031E-01  1.60966355E-02  3.63870590E-03
2.33153606E-01  2.02644200E-02  3.68354536E-03
2.33524182E-01  2.38349148E-02  3.71350652E-03
2.33894757E-01  1.90842057E-02  3.73963847E-03
2.34265332E-01  2.56691168E-02  3.76398304E-03
2.34635908E-01  1.34547147E-02  3.78423296E-03
2.35006483E-01  1.73874834E-02  3.80514266E-03
2.35377058E-01  1.74434998E-02  3.82543497E-03
2.35747633E-01  2.18382119E-02  3.83976668E-03
2.36118209E-01  2.87277277E-02  3.85962759E-03
2.36488784E-01  2.05787000E-02  3.87216146E-03
2.36859359E-01  1.34904740E-02  3.88667773E-03
2.37229934E-01  1.87680861E-02  3.89243436E-03
2.37600510E-01  1.75006150E-02  3.81882833E-03
2.37909322E-01  1.82641050E-02  4.63291248E-03
2.38218135E-01  2.02019047E-02  3.75841311E-03
2.38588710E-01  1.66010244E-02  3.73494755E-03
2.38959286E-01  2.08257536E-02  3.72142852E-03
2.39329861E-01  1.28652572E-02  3.70732582E-03
2.39700436E-01  1.88165580E-02  3.69590216E-03
2.40071011E-01  2.01673021E-02  3.68692885E-03
2.40441587E-01  2.24294639E-02  3.67682119E-03
2.40812162E-01  1.58995926E-02  3.66471314E-03
2.41182737E-01  1.82528046E-02  3.66392855E-03
2.41553313E-01  2.18666858E-02  3.65576998E-03
2.41923888E-01  1.39731009E-02  3.64923768E-03
2.42294463E-01  2.17359648E-02  3.63887419E-03
2.42726801E-01  2.24010488E-02  3.15400720E-03
2.43159139E-01  1.34101087E-02  3.62874267E-03
2.43529714E-01  1.42969324E-02  3.62459511E-03
2.43900289E-01  1.91998870E-02  3.61512259E-03
2.44270865E-01  1.91120337E-02  3.61067883E-03
2.44641440E-01  2.31157556E-02  3.60629166E-03
2.45012015E-01  1.60328846E-02  3.59592754E-03
2.45382590E-01  1.83246344E-02  3.59222530E-03
2.45753166E-01  2.01566789E-02  3.58592681E-03
2.46123741E-01  2.39031212E-02  3.57735352E-03
2.46494316E-01  2.17985763E-02  3.56856595E-03
2.46864891E-01  1.33506903E-02  3.56494653E-03
2.47235467E-01  1.45661074E-02  3.56118623E-03
2.47606042E-01  2.01923619E-02  3.55419586E-03
2.47976617E-01  2.04906293E-02  3.54618519E-03
2.48408955E-01  2.15044162E-02  3.06605057E-03
2.48841293E-01  1.14521920E-02  3.53161854E-03
2.49211868E-01  2.33395771E-02  3.52252878E-03
2.49582443E-01  1.71150022E-02  3.52157662E-03
2.49953019E-01  7.19995296E-03  3.51296721E-03
2.50323594E-01  1.50810295E-02  3.51329778E-03
2.50694169E-01  1.40973153E-02  3.50787059E-03
2.51064744E-01  1.60969092E-02  3.51199381E-03
2.51497082E-01  1.89934292E-02  3.03514965E-03
2.51929420E-01  2.12239256E-02  3.50126461E-03
2.52299995E-01  1.73367985E-02  3.50420044E-03
2.52670571E-01  1.59920482E-02  3.50171595E-03
2.53041146E-01  1.71628089E-02  3.49545953E-03
2.53411721E-01  1.43607818E-02  3.49530674E-03
2.53782296E-01  2.57417389E-02  3.49150415E-03
2.54214634E-01  2.25275312E-02  3.02468808E-03
2.54646972E-01  1.52940165E-02  3.48287397E-03
2.55017547E-01  1.18746132E-02  3.48779014E-03
2.55388123E-01  1.38034000E-02  3.48330663E-03
2.55758698E-01  2.01373832E-02  3.48363961E-03
2.56191036E-01  1.33982557E-02  3.00907190E-03
2.56623373E-01  1.82320938E-02  3.48223403E-03
2.56993949E-01  1.91658487E-02  3.47442827E-03
2.57364524E-01  2.05166830E-02  3.47088808E-03
2.57735099E-01  1.42359629E-02  3.47071796E-03
2.58167437E-01  1.85466556E-02  3.00382552E-03
2.58599775E-01  1.98919748E-02  3.46848027E-03
2.58970350E-01  1.48834393E-02  3.46322009E-03
2.59340925E-01  1.92865887E-02  3.46225726E-03
2.59773263E-01  1.44655912E-02  2.99459715E-03
2.60205601E-01  1.53949530E-02  3.45880338E-03
2.60576176E-01  1.83913958E-02  3.45313350E-03
2.60946752E-01  1.42769996E-02  3.45191244E-03
2.61379089E-01  9.61785115E-03  2.99049424E-03
2.61811427E-01  1.62555328E-02  3.44326198E-03
2.62182003E-01  1.57671723E-02  3.44871515E-03
2.62552578E-01  2.08213844E-02  3.44416090E-03
2.62984916E-01  1.80776980E-02  2.98168171E-03
2.63417253E-01  1.83554343E-02  3.43917972E-03
2.63787829E-01  1.30332830E-02  3.43980430E-03
2.64220167E-01  1.51208444E-02  2.97466243E-03
2.64652504E-01  1.53520047E-02  3.43536627E-03
2.65023080E-01  1.63436256E-02  3.42920196E-03
2.65455417E-01  2.08945569E-02  2.97137930E-03
2.65887755E-01  1.18253424E-02  3.42445434E-03
2.66258330E-01  1.83395501E-02  3.42863991E-03
2.66690668E-01  1.34847303E-02  2.96351515E-03
2.67123006E-01  1.95266386E-02  3.42213528E-03
2.67493581E-01  1.30426257E-02  3.41869162E-03
2.67925919E-01  1.49149067E-02  2.95923095E-03
2.68358257E-01  1.56017706E-02  3.41937370E-03
2.68728832E-01  1.48613968E-02  3.40863571E-03
2.69161170E-01  1.13764414E-02  2.95147813E-03
2.69593508E-01  1.66767132E-02  3.40508818E-03
2.69964083E-01  1.42088287E-02  3.40589905E-03
2.70396421E-01  1.60677095E-02  2.94890827E-03
2.70828759E-01  1.90173802E-02  3.39989881E-03
2.71261097E-01  1.56199085E-02  2.94532708E-03
2.71693434E-01  1.31694232E-02  3.39729077E-03
2.72064010E-01  1.54609746E-02  3.39346535E-03
2.72496348E-01  1.18089361E-02  2.94023327E-03
2.72928685E-01  1.46844601E-02  3.39083097E-03
2.73361023E-01  1.53197707E-02  2.93563088E-03
2.73793361E-01  2.07073885E-02  3.38731792E-03
2.74163936E-01  8.43001899E-03  3.38748086E-03
2.74596274E-01  1.79524804E-02  2.93201423E-03
2.75028612E-01  1.64617163E-02  3.38125982E-03
2.75460950E-01  1.64584220E-02  2.92804302E-03
2.75893287E-01  2.06172040E-02  3.37189719E-03
2.76325625E-01  2.15722801E-02  2.92150236E-03
2.76757963E-01  1.74506701E-02  3.37323429E-03
2.77190301E-01  1.99705711E-02  2.91844334E-03
2.77622639E-01  1.64615940E-02  3.36789219E-03
2.77993214E-01  1.71531214E-02  3.37007206E-03
2.78425552E-01  1.68365853E-02  2.91487733E-03
2.78857890E-01  1.69762114E-02  3.36424926E-03
2.79290227E-01  1.84915898E-02  2.90906358E-03
2.79722565E-01  1.58667685E-02  3.36068163E-03
2.80154903E-01  1.90836405E-02  2.90590803E-03
2.80587241E-01  9.23608307E-03  3.35997185E-03
2.81019579E-01  9.82071684E-03  2.90328352E-03
2.81451916E-01  2.35716196E-02  3.34928341E-03
2.81884254E-01  2.56431873E-02  2.90244024E-03
2.82316592E-01  1.74327403E-02  3.34904418E-03
2.82748930E-01  1.42514715E-02  2.89979128E-03
2.83243030E-01  1.39438328E-02  2.89492663E-03
2.83675368E-01  1.82162015E-02  3.34340711E-03
2.84107706E-01  1.51088709E-02  2.89222345E-03
2.84540044E-01  1.90975895E-02  3.34069171E-03
2.84972382E-01  1.62498620E-02  2.88654642E-03
2.85404719E-01  1.07234032E-02  3.33864580E-03
2.85837057E-01  1.64787725E-02  2.88724449E-03
2.86269395E-01  1.63390579E-02  3.33166777E-03
2.86701733E-01  1.62446961E-02  2.88051637E-03
2.87195833E-01  1.63256872E-02  2.88331103E-03
2.87628171E-01  1.76384285E-02  3.32559069E-03
2.88060509E-01  1.21400907E-02  2.87748701E-03
2.88492847E-01  1.38117090E-02  3.32104441E-03
2.88925184E-01  1.22954577E-02  2.87262206E-03
2.89419285E-01  1.21514904E-02  2.87373260E-03
2.89851623E-01  2.12586855E-02  3.31535414E-03
2.90283960E-01  9.07138653E-03  2.86916861E-03
2.90716298E-01  1.92488672E-02  3.31334342E-03
2.91148636E-01  1.45585543E-02  2.86847261E-03
2.91642736E-01  2.26444003E-02  2.86460574E-03
2.92075074E-01  1.23795273E-02  3.30596685E-03
2.92507412E-01  1.81801014E-02  2.86218120E-03
2.93001512E-01  1.41117237E-02  2.85945272E-03
2.93433850E-01  1.60627892E-02  3.30113768E-03
2.93866188E-01  1.24099428E-02  2.85462749E-03
2.94360288E-01  1.65301074E-02  2.85042976E-03
2.94792626E-01  1.64137091E-02  3.28990326E-03
2.95224964E-01  1.61625376E-02  2.84678610E-03
2.95719064E-01  1.32603036E-02  2.84511589E-03
2.96151402E-01  9.88022869E-03  3.28099444E-03
2.96583740E-01  1.95042894E-02  2.84451431E-03
2.97077840E-01  1.71348563E-02  2.84035467E-03
2.97571941E-01  1.34845408E-02  2.84004320E-03
2.98004278E-01  1.58584355E-02  3.27897993E-03
2.98436616E-01  1.53862628E-02  2.84120846E-03
2.98930717E-01  1.77296963E-02  2.84006164E-03
2.99424817E-01  1.52390531E-02  2.83599494E-03
2.99857155E-01  1.49092825E-02  3.27641188E-03
3.00289493E-01  1.54893961E-02  2.83323056E-03
3.00783593E-01  1.58326982E-02  2.86345950E-03
3.01277693E-01  1.28325765E-02  2.91886107E-03
3.01710031E-01  1.62471990E-02  3.40836938E-03
3.02142369E-01  1.76787895E-02  2.97267585E-03
3.02636469E-01  1.57201696E-02  3.00250007E-03
3.03130570E-01  1.70212938E-02  3.02187327E-03
3.03562908E-01  1.56359826E-02  3.51438916E-03
3.03995245E-01  1.70582808E-02  3.05828411E-03
3.04489346E-01  1.13784293E-02  3.07661392E-03
3.04983446E-01  1.80176854E-02  3.09414916E-03
3.05477546E-01  1.40187951E-02  3.10843221E-03
3.05909884E-01  1.43053280E-02  3.60849794E-03
3.06342222E-01  1.70923616E-02  3.13554616E-03
3.06836322E-01  1.49275031E-02  3.15476377E-03
3.07330423E-01  2.05997181E-02  3.17940623E-03
3.07824523E-01  2.49929282E-02  3.28069137E-03
3.08318623E-01  1.71242521E-02  3.35885710E-03
3.08812724E-01  1.19544031E-02  3.42362816E-03
3.09245062E-01  1.62027782E-02  4.00447564E-03
3.09677399E-01  1.38753307E-02  3.49471111E-03
3.10171500E-01  1.19429138E-02  3.53668431E-03
3.10665600E-01  9.91253105E-03  3.58205936E-03
3.11159701E-01  1.85919712E-02  3.61739862E-03
3.11653801E-01  2.03473713E-02  3.66048859E-03
3.12147901E-01  1.28346539E-02  3.69939851E-03
3.12642002E-01  1.78107959E-02  3.73233786E-03
3.13136102E-01  1.08589253E-02  3.77311686E-03
3.13568440E-01  2.26810889E-02  4.39355765E-03
3.14000778E-01  1.22272136E-02  3.84159590E-03
3.14494878E-01  2.02700889E-02  3.87633595E-03
3.14988978E-01  1.47369110E-02  3.91573927E-03
3.15483079E-01  1.08164843E-02  3.95451297E-03
3.15977179E-01  1.86011854E-02  3.98818716E-03
3.16471279E-01  1.23047345E-02  4.02905315E-03
3.16965380E-01  1.38208431E-02  4.06967947E-03
3.17459480E-01  1.76917768E-02  4.10359010E-03
3.17953580E-01  1.62183466E-02  4.13200742E-03
3.18447681E-01  1.53321560E-02  4.15907675E-03
3.18941781E-01  1.43199078E-02  4.17010645E-03
3.19435882E-01  1.52355735E-02  4.19299440E-03
3.19929982E-01  1.74693757E-02  4.21566047E-03
3.20424082E-01  1.54378579E-02  4.23330290E-03
3.20918183E-01  1.12808585E-02  4.25645758E-03
3.21412283E-01  1.69069830E-02  4.27579013E-03
3.21906383E-01  1.73908821E-02  4.29016388E-03
3.22400484E-01  1.31201239E-02  4.30979512E-03
3.22894584E-01  1.23756058E-02  4.31246083E-03
3.23388684E-01  1.93198444E-02  4.32064601E-03
3.23882785E-01  2.20185353E-03  4.32655221E-03
3.24376885E-01  1.17120111E-02  4.34159012E-03
3.24870985E-01  8.34594776E-03  4.35974116E-03
3.25365086E-01  1.93807684E-02  4.38772108E-03
3.25859186E-01  1.32827308E-02  4.39825058E-03
3.26353287E-01  1.32508039E-02  4.41653558E-03
3.26847387E-01  1.75115004E-02  4.44279824E-03
3.27403250E-01  1.96016799E-02  3.99109412E-03
3.27959113E-01  1.83774361E-02  4.47391503E-03
3.28453213E-01  1.22535246E-02  4.49973609E-03
3.28947313E-01  1.87914132E-02  4.52405621E-03
3.29441414E-01  8.67727255E-03  4.53025108E-03
3.29935514E-01  9.30770292E-03  4.55818941E-03
3.30429614E-01  7.81780553E-03  4.57353150E-03
3.30923715E-01  2.05004520E-02  4.59921351E-03
3.31417815E-01  8.50171944E-03  4.60916034E-03
3.31973678E-01  2.27539306E-02  4.14300290E-03
3.32529541E-01  1.91158662E-02  4.65288846E-03
3.33023641E-01  1.63417270E-02  4.67513958E-03
